timestamp; size; id; type
1564728300,507983; 60;0 ;NetPacket
1564728300,592374; 40;0 ;NetPacket
1564728300,598676; 204;0 ;NetPacket
1564728300,683617; 40;0 ;NetPacket
1564728300,684587; 204;0 ;NetPacket
1564728300,684771; 140;0 ;NetPacket
1564728300,780923; 40;0 ;NetPacket
1564728300,782538; 124;0 ;NetPacket
1564728300,782687; 172;0 ;NetPacket
1564728301,068596; 40;0 ;NetPacket
1564728303,129953; 1500;0 ;NetPacket
1564728303,130102; 1500;0 ;NetPacket
1564728303,130163; 1500;0 ;NetPacket
1564728303,130195; 1500;0 ;NetPacket
1564728303,13025; 1500;0 ;NetPacket
1564728303,130276; 1500;0 ;NetPacket
1564728303,130313; 1500;0 ;NetPacket
1564728303,130338; 1500;0 ;NetPacket
1564728303,130373; 1500;0 ;NetPacket
1564728303,130423; 1500;0 ;NetPacket
1564728303,130467; 1500;0 ;NetPacket
1564728303,130495; 1500;0 ;NetPacket
1564728303,130526; 1500;0 ;NetPacket
1564728303,130553; 1500;0 ;NetPacket
1564728303,130587; 1500;0 ;NetPacket
1564728303,130613; 1500;0 ;NetPacket
1564728303,130646; 1500;0 ;NetPacket
1564728303,13067; 1500;0 ;NetPacket
1564728303,130703; 1500;0 ;NetPacket
1564728303,130728; 1500;0 ;NetPacket
1564728303,130761; 1500;0 ;NetPacket
1564728303,130794; 1500;0 ;NetPacket
1564728303,13082; 1500;0 ;NetPacket
1564728303,130854; 1500;0 ;NetPacket
1564728303,130898; 1500;0 ;NetPacket
1564728303,130942; 1500;0 ;NetPacket
1564728303,130986; 1500;0 ;NetPacket
1564728303,13103; 1500;0 ;NetPacket
1564728303,131055; 1500;0 ;NetPacket
1564728303,131089; 1500;0 ;NetPacket
1564728303,131114; 1500;0 ;NetPacket
1564728303,131147; 1500;0 ;NetPacket
1564728303,131181; 1500;0 ;NetPacket
1564728303,131206; 1500;0 ;NetPacket
1564728303,131251; 1500;0 ;NetPacket
1564728303,131278; 1500;0 ;NetPacket
1564728303,13132; 1500;0 ;NetPacket
1564728303,131347; 1500;0 ;NetPacket
1564728303,131387; 1500;0 ;NetPacket
1564728303,131439; 1500;0 ;NetPacket
1564728303,131475; 1500;0 ;NetPacket
1564728303,131512; 1500;0 ;NetPacket
1564728303,131549; 1500;0 ;NetPacket
1564728303,131586; 1500;0 ;NetPacket
1564728303,131623; 1500;0 ;NetPacket
1564728303,131661; 1500;0 ;NetPacket
1564728303,131697; 1500;0 ;NetPacket
1564728303,131735; 1500;0 ;NetPacket
1564728303,131772; 1500;0 ;NetPacket
1564728303,131809; 1500;0 ;NetPacket
1564728303,13186; 1500;0 ;NetPacket
1564728303,131898; 1500;0 ;NetPacket
1564728303,131936; 1500;0 ;NetPacket
1564728303,131974; 1500;0 ;NetPacket
1564728303,132011; 1500;0 ;NetPacket
1564728303,132049; 1500;0 ;NetPacket
1564728303,132086; 1500;0 ;NetPacket
1564728303,132125; 1500;0 ;NetPacket
1564728303,132162; 1500;0 ;NetPacket
1564728303,132199; 1500;0 ;NetPacket
1564728303,132236; 1500;0 ;NetPacket
1564728303,132275; 1400;0 ;NetPacket
1564728303,132541; 140;0 ;NetPacket
1564728303,388073; 40;0 ;NetPacket
1564728303,397305; 40;0 ;NetPacket
1564728303,401259; 236;0 ;NetPacket
1564728303,402234; 172;0 ;NetPacket
1564728303,635275; 428;0 ;NetPacket
1564728303,645241; 140;0 ;NetPacket
1564728303,658586; 40;0 ;NetPacket
1564728303,766731; 40;0 ;NetPacket
1564728303,808558; 40;0 ;NetPacket
1564728307,624152; 40;0 ;NetPacket
1564728307,709306; 40;0 ;NetPacket
1564728314,098849; 145;0 ;NetPacket
1564728320,481039; 40;0 ;NetPacket
1564728320,481645; 40;0 ;NetPacket
1564728320,482315; 129;0 ;NetPacket
1564728320,534685; 60;0 ;NetPacket
1564728320,620645; 40;0 ;NetPacket
1564728320,620858; 145;0 ;NetPacket
1564728320,70756; 40;0 ;NetPacket
1564728320,70811; 241;0 ;NetPacket
1564728320,821884; 40;0 ;NetPacket
1564728320,822083; 40;0 ;NetPacket
1564728320,822123; 40;0 ;NetPacket
1564728320,822263; 40;0 ;NetPacket
1564728320,865748; 40;0 ;NetPacket
1564728320,907612; 40;0 ;NetPacket
1564728320,907667; 40;0 ;NetPacket
1564728320,907686; 40;0 ;NetPacket
1564728320,907703; 40;0 ;NetPacket
1564728320,907721; 40;0 ;NetPacket
1564728320,907738; 40;0 ;NetPacket
1564728320,907754; 40;0 ;NetPacket
1564728320,90777; 40;0 ;NetPacket
1564728320,908493; 129;0 ;NetPacket
1564728321,637768; 40;0 ;NetPacket
1564728321,670584; 177;0 ;NetPacket
1564728321,670754; 129;0 ;NetPacket
1564728321,67086; 129;0 ;NetPacket
1564728321,670945; 129;0 ;NetPacket
1564728321,671025; 129;0 ;NetPacket
1564728321,721923; 177;0 ;NetPacket
1564728321,781234; 40;0 ;NetPacket
1564728321,78186; 353;0 ;NetPacket
1564728321,814546; 40;0 ;NetPacket
1564728321,814641; 40;0 ;NetPacket
1564728321,814691; 40;0 ;NetPacket
1564728321,814742; 40;0 ;NetPacket
1564728321,857082; 40;0 ;NetPacket
1564728321,85781; 40;0 ;NetPacket
1564728321,870531; 40;0 ;NetPacket
1564728321,872169; 932;0 ;NetPacket
1564728321,873515; 177;0 ;NetPacket
1564728321,899942; 40;0 ;NetPacket
1564728321,905766; 40;0 ;NetPacket
1564728321,905797; 40;0 ;NetPacket
1564728321,905815; 40;0 ;NetPacket
1564728321,905832; 40;0 ;NetPacket
1564728321,943508; 40;0 ;NetPacket
1564728321,947723; 60;0 ;NetPacket
1564728321,959393; 40;0 ;NetPacket
1564728321,959421; 40;0 ;NetPacket
1564728321,961342; 60;0 ;NetPacket
1564728321,961415; 60;0 ;NetPacket
1564728321,963951; 40;0 ;NetPacket
1564728321,975625; 40;0 ;NetPacket
1564728321,981672; 40;0 ;NetPacket
1564728321,98171; 40;0 ;NetPacket
1564728321,981724; 40;0 ;NetPacket
1564728321,981734; 40;0 ;NetPacket
1564728321,995049; 40;0 ;NetPacket
1564728321,995074; 40;0 ;NetPacket
1564728321,995088; 40;0 ;NetPacket
1564728321,9951; 40;0 ;NetPacket
1564728321,995114; 40;0 ;NetPacket
1564728321,997672; 40;0 ;NetPacket
1564728321,997696; 40;0 ;NetPacket
1564728321,997793; 145;0 ;NetPacket
1564728321,997836; 145;0 ;NetPacket
1564728322,014193; 401;0 ;NetPacket
1564728322,032087; 40;0 ;NetPacket
1564728322,032228; 145;0 ;NetPacket
1564728322,034118; 40;0 ;NetPacket
1564728322,034211; 40;0 ;NetPacket
1564728322,034299; 40;0 ;NetPacket
1564728322,03486; 225;0 ;NetPacket
1564728322,04207; 40;0 ;NetPacket
1564728322,042097; 40;0 ;NetPacket
1564728322,044073; 40;0 ;NetPacket
1564728322,044617; 40;0 ;NetPacket
1564728322,044697; 40;0 ;NetPacket
1564728322,048452; 40;0 ;NetPacket
1564728322,050458; 40;0 ;NetPacket
1564728322,052565; 40;0 ;NetPacket
1564728322,053117; 40;0 ;NetPacket
1564728322,053294; 40;0 ;NetPacket
1564728322,053342; 40;0 ;NetPacket
1564728322,064853; 40;0 ;NetPacket
1564728322,064886; 40;0 ;NetPacket
1564728322,082053; 193;0 ;NetPacket
1564728322,084409; 40;0 ;NetPacket
1564728322,084446; 40;0 ;NetPacket
1564728322,08446; 40;0 ;NetPacket
1564728322,084472; 40;0 ;NetPacket
1564728322,114455; 40;0 ;NetPacket
1564728322,114491; 40;0 ;NetPacket
1564728322,114508; 40;0 ;NetPacket
1564728322,114525; 40;0 ;NetPacket
1564728322,114542; 40;0 ;NetPacket
1564728322,11514; 129;0 ;NetPacket
1564728322,117383; 40;0 ;NetPacket
1564728322,117897; 385;0 ;NetPacket
1564728322,118514; 40;0 ;NetPacket
1564728322,118545; 40;0 ;NetPacket
1564728322,118563; 40;0 ;NetPacket
1564728322,12451; 40;0 ;NetPacket
1564728322,124553; 40;0 ;NetPacket
1564728322,124698; 40;0 ;NetPacket
1564728322,125256; 129;0 ;NetPacket
1564728322,161762; 40;0 ;NetPacket
1564728322,200795; 40;0 ;NetPacket
1564728322,200919; 40;0 ;NetPacket
1564728322,200989; 40;0 ;NetPacket
1564728322,20105; 40;0 ;NetPacket
1564728322,201111; 40;0 ;NetPacket
1564728322,201173; 40;0 ;NetPacket
1564728322,201232; 40;0 ;NetPacket
1564728322,201293; 40;0 ;NetPacket
1564728322,201433; 40;0 ;NetPacket
1564728322,201533; 40;0 ;NetPacket
1564728322,201885; 40;0 ;NetPacket
1564728322,204063; 145;0 ;NetPacket
1564728322,204354; 40;0 ;NetPacket
1564728322,204686; 40;0 ;NetPacket
1564728322,204768; 40;0 ;NetPacket
1564728322,204846; 40;0 ;NetPacket
1564728322,204935; 40;0 ;NetPacket
1564728322,205034; 40;0 ;NetPacket
1564728322,205204; 40;0 ;NetPacket
1564728322,218044; 40;0 ;NetPacket
1564728322,218147; 40;0 ;NetPacket
1564728322,218428; 40;0 ;NetPacket
1564728322,218498; 40;0 ;NetPacket
1564728322,288972; 40;0 ;NetPacket
1564728322,302322; 40;0 ;NetPacket
1564728322,302461; 40;0 ;NetPacket
1564728322,302531; 40;0 ;NetPacket
1564728322,302597; 40;0 ;NetPacket
1564728322,302665; 40;0 ;NetPacket
1564728322,30273; 40;0 ;NetPacket
1564728322,302792; 40;0 ;NetPacket
1564728322,344291; 40;0 ;NetPacket
1564728322,372922; 40;0 ;NetPacket
1564728322,372955; 40;0 ;NetPacket
1564728322,386442; 40;0 ;NetPacket
1564728322,386486; 40;0 ;NetPacket
1564728332,098374; 385;0 ;NetPacket
1564728332,099238; 145;0 ;NetPacket
1564728332,099712; 145;0 ;NetPacket
1564728332,229624; 40;0 ;NetPacket
1564728337,126008; 40;0 ;NetPacket
1564728337,162804; 40;0 ;NetPacket
1564728337,38938; 40;0 ;NetPacket
1564728337,390343; 40;0 ;NetPacket
1564728337,475265; 40;0 ;NetPacket
1564728337,475561; 40;0 ;NetPacket
1564728339,707818; 40;0 ;NetPacket
1564728339,707972; 40;0 ;NetPacket
1564728339,708581; 129;0 ;NetPacket
1564728339,848027; 40;0 ;NetPacket
1564728339,893674; 40;0 ;NetPacket
1564728340,588866; 40;0 ;NetPacket
1564728340,588985; 40;0 ;NetPacket
1564728341,368689; 40;0 ;NetPacket
1564728341,368798; 40;0 ;NetPacket
1564728341,52469; 40;0 ;NetPacket
1564728341,524802; 40;0 ;NetPacket
1564728343,795758; 40;0 ;NetPacket
1564728343,795912; 40;0 ;NetPacket
1564728343,927991; 40;0 ;NetPacket
1564728343,928033; 40;0 ;NetPacket
1564728350,099173; 177;0 ;NetPacket
1564728377,103209; 129;0 ;NetPacket
1564728377,19339; 40;0 ;NetPacket
1564728377,193524; 40;0 ;NetPacket
1564728377,193604; 40;0 ;NetPacket
1564728377,194559; 161;0 ;NetPacket
1564728377,207432; 145;0 ;NetPacket
1564728377,424895; 129;0 ;NetPacket
1564728377,434199; 145;0 ;NetPacket
1564728377,655112; 129;0 ;NetPacket
1564728378,196365; 129;0 ;NetPacket
1564728378,196994; 145;0 ;NetPacket
1564728378,308415; 209;0 ;NetPacket
1564728378,382615; 209;0 ;NetPacket
1564728378,521695; 40;0 ;NetPacket
1564728378,579855; 40;0 ;NetPacket
1564728388,098545; 145;0 ;NetPacket
1564728388,188298; 40;0 ;NetPacket
1564728422,104873; 129;0 ;NetPacket
1564728422,195045; 40;0 ;NetPacket
1564728437,193799; 40;0 ;NetPacket
1564728437,195711; 60;0 ;NetPacket
1564728437,280621; 40;0 ;NetPacket
1564728437,280966; 145;0 ;NetPacket
1564728437,366708; 40;0 ;NetPacket
1564728437,368362; 129;0 ;NetPacket
1564728437,453781; 40;0 ;NetPacket
1564728437,454829; 193;0 ;NetPacket
1564728482,099436; 129;0 ;NetPacket
1564728482,184675; 129;0 ;NetPacket
1564728527,115647; 129;0 ;NetPacket
1564728527,241762; 40;0 ;NetPacket
1564728528,201889; 225;0 ;NetPacket
1564728528,202589; 145;0 ;NetPacket
1564728528,304952; 40;0 ;NetPacket
1564728528,40343; 40;0 ;NetPacket
1564728528,404456; 209;0 ;NetPacket
1564728528,557898; 40;0 ;NetPacket
1564728538,099057; 129;0 ;NetPacket
1564728572,116014; 129;0 ;NetPacket
1564728572,20102; 40;0 ;NetPacket
1564728588,09897; 129;0 ;NetPacket
1564728588,184269; 40;0 ;NetPacket
1564728598,099042; 129;0 ;NetPacket
1564728633,099307; 129;0 ;NetPacket
1564728633,184515; 40;0 ;NetPacket
1564728633,185291; 145;0 ;NetPacket
1564728634,187929; 129;0 ;NetPacket
1564728634,32975; 40;0 ;NetPacket
1564728644,098492; 129;0 ;NetPacket
1564728644,183904; 40;0 ;NetPacket
1564728644,291841; 145;0 ;NetPacket
1564728645,186219; 129;0 ;NetPacket
1564728645,186983; 145;0 ;NetPacket
1564728645,279694; 40;0 ;NetPacket
1564728645,376997; 40;0 ;NetPacket
1564728645,377706; 209;0 ;NetPacket
1564728645,517658; 40;0 ;NetPacket
1564728655,099185; 129;0 ;NetPacket
1564728658,863226; 40;0 ;NetPacket
1564728658,863969; 129;0 ;NetPacket
1564728658,867014; 40;0 ;NetPacket
1564728658,867268; 40;0 ;NetPacket
1564728658,867342; 40;0 ;NetPacket
1564728658,867542; 40;0 ;NetPacket
1564728658,867614; 40;0 ;NetPacket
1564728658,867688; 40;0 ;NetPacket
1564728658,867754; 40;0 ;NetPacket
1564728658,867808; 40;0 ;NetPacket
1564728658,867862; 40;0 ;NetPacket
1564728658,951252; 40;0 ;NetPacket
1564728658,951361; 40;0 ;NetPacket
1564728658,951424; 40;0 ;NetPacket
1564728658,951483; 40;0 ;NetPacket
1564728678,109088; 129;0 ;NetPacket
1564728678,194134; 40;0 ;NetPacket
1564728679,195189; 241;0 ;NetPacket
1564728679,19543; 145;0 ;NetPacket
1564728679,341685; 40;0 ;NetPacket
1564728679,46327; 40;0 ;NetPacket
1564728679,464049; 209;0 ;NetPacket
1564728679,609759; 40;0 ;NetPacket
1564728684,361994; 40;0 ;NetPacket
1564728684,362121; 40;0 ;NetPacket
1564728684,362421; 40;0 ;NetPacket
1564728689,572789; 145;0 ;NetPacket
1564728689,657676; 40;0 ;NetPacket
1564728689,658231; 129;0 ;NetPacket
1564728690,6602; 129;0 ;NetPacket
1564728690,805752; 40;0 ;NetPacket
1564728691,996328; 40;0 ;NetPacket
1564728691,99652; 40;0 ;NetPacket
1564728701,098188; 145;0 ;NetPacket
1564728701,183491; 40;0 ;NetPacket
1564728701,184151; 129;0 ;NetPacket
1564728723,115788; 129;0 ;NetPacket
1564728723,241678; 40;0 ;NetPacket
1564728724,202018; 193;0 ;NetPacket
1564728724,28698; 40;0 ;NetPacket
1564728724,298202; 161;0 ;NetPacket
1564728724,397697; 129;0 ;NetPacket
1564728768,110382; 129;0 ;NetPacket
1564728768,237637; 40;0 ;NetPacket
1564728784,098464; 129;0 ;NetPacket
1564728784,183458; 40;0 ;NetPacket
1564728829,100075; 129;0 ;NetPacket
1564728829,185309; 40;0 ;NetPacket
1564728874,141949; 129;0 ;NetPacket
1564728874,227201; 40;0 ;NetPacket
1564728874,227324; 40;0 ;NetPacket
1564728884,099184; 145;0 ;NetPacket
1564728919,118228; 129;0 ;NetPacket
1564728919,20351; 40;0 ;NetPacket
1564728934,099684; 129;0 ;NetPacket
1564728934,184926; 40;0 ;NetPacket
1564728935,186906; 193;0 ;NetPacket
1564728935,285475; 40;0 ;NetPacket
1564728945,099003; 129;0 ;NetPacket
1564728979,130076; 129;0 ;NetPacket
1564728979,215205; 40;0 ;NetPacket
1564728979,215912; 129;0 ;NetPacket
1564729024,11222; 129;0 ;NetPacket
1564729024,23776; 40;0 ;NetPacket
1564729034,099035; 129;0 ;NetPacket
1564729034,183965; 40;0 ;NetPacket
1564729069,119872; 129;0 ;NetPacket
1564729069,205293; 40;0 ;NetPacket
1564729084,098796; 129;0 ;NetPacket
1564729084,183913; 40;0 ;NetPacket
1564729129,120205; 129;0 ;NetPacket
1564729129,205403; 40;0 ;NetPacket
1564729130,207534; 209;0 ;NetPacket
1564729130,208294; 145;0 ;NetPacket
1564729130,30358; 40;0 ;NetPacket
1564729130,396862; 40;0 ;NetPacket
1564729130,397268; 209;0 ;NetPacket
1564729130,549675; 40;0 ;NetPacket
1564729140,098433; 129;0 ;NetPacket
1564729174,112304; 129;0 ;NetPacket
1564729174,197492; 40;0 ;NetPacket
1564729174,198127; 129;0 ;NetPacket
1564729219,112867; 129;0 ;NetPacket
1564729219,198223; 40;0 ;NetPacket
1564729229,098387; 129;0 ;NetPacket
1564729242,926242; 1500;0 ;NetPacket
1564729242,926315; 1500;0 ;NetPacket
1564729242,926346; 1500;0 ;NetPacket
1564729242,926392; 1500;0 ;NetPacket
1564729242,926419; 1500;0 ;NetPacket
1564729242,926443; 1500;0 ;NetPacket
1564729242,926481; 1500;0 ;NetPacket
1564729242,926506; 1500;0 ;NetPacket
1564729242,92653; 1500;0 ;NetPacket
1564729242,926554; 1500;0 ;NetPacket
1564729242,926591; 1252;0 ;NetPacket
1564729242,927623; 140;0 ;NetPacket
1564729242,928463; 204;0 ;NetPacket
1564729242,929284; 140;0 ;NetPacket
1564729242,929882; 140;0 ;NetPacket
1564729242,936695; 140;0 ;NetPacket
1564729242,937469; 140;0 ;NetPacket
1564729242,938099; 140;0 ;NetPacket
1564729242,938891; 140;0 ;NetPacket
1564729242,939554; 140;0 ;NetPacket
1564729242,940814; 140;0 ;NetPacket
1564729242,949909; 188;0 ;NetPacket
1564729242,950783; 156;0 ;NetPacket
1564729242,951527; 140;0 ;NetPacket
1564729242,952249; 140;0 ;NetPacket
1564729242,953157; 156;0 ;NetPacket
1564729242,954253; 140;0 ;NetPacket
1564729242,955351; 140;0 ;NetPacket
1564729242,956495; 140;0 ;NetPacket
1564729242,957261; 140;0 ;NetPacket
1564729242,962554; 172;0 ;NetPacket
1564729242,963212; 172;0 ;NetPacket
1564729242,963335; 156;0 ;NetPacket
1564729243,096689; 40;0 ;NetPacket
1564729243,096818; 40;0 ;NetPacket
1564729243,097138; 40;0 ;NetPacket
1564729243,097211; 40;0 ;NetPacket
1564729243,097269; 40;0 ;NetPacket
1564729243,097322; 40;0 ;NetPacket
1564729243,097386; 40;0 ;NetPacket
1564729243,100995; 40;0 ;NetPacket
1564729243,123605; 236;0 ;NetPacket
1564729243,135544; 268;0 ;NetPacket
1564729243,27445; 40;0 ;NetPacket
1564729243,317117; 145;0 ;NetPacket
1564729243,36265; 40;0 ;NetPacket
1564729244,281609; 364;0 ;NetPacket
1564729244,282213; 140;0 ;NetPacket
1564729244,404469; 40;0 ;NetPacket
1564729244,449159; 40;0 ;NetPacket
1564729246,962049; 40;0 ;NetPacket
1564729246,962182; 40;0 ;NetPacket
1564729253,098628; 209;0 ;NetPacket
1564729253,183537; 40;0 ;NetPacket
1564729298,108683; 129;0 ;NetPacket
1564729298,194022; 40;0 ;NetPacket
1564729298,194743; 145;0 ;NetPacket
1564729298,207949; 145;0 ;NetPacket
1564729298,209651; 60;0 ;NetPacket
1564729298,296017; 40;0 ;NetPacket
1564729298,296441; 145;0 ;NetPacket
1564729298,38294; 40;0 ;NetPacket
1564729298,38346; 241;0 ;NetPacket
1564729298,42144; 129;0 ;NetPacket
1564729298,478762; 40;0 ;NetPacket
1564729298,479183; 40;0 ;NetPacket
1564729298,479336; 40;0 ;NetPacket
1564729298,479532; 40;0 ;NetPacket
1564729298,521871; 40;0 ;NetPacket
1564729298,564677; 40;0 ;NetPacket
1564729298,564793; 40;0 ;NetPacket
1564729298,56485; 40;0 ;NetPacket
1564729308,098431; 129;0 ;NetPacket
1564729313,568167; 40;0 ;NetPacket
1564729313,654294; 40;0 ;NetPacket
1564729334,98891; 40;0 ;NetPacket
1564729334,989019; 40;0 ;NetPacket
1564729334,995651; 40;0 ;NetPacket
1564729334,996495; 40;0 ;NetPacket
1564729335,087912; 40;0 ;NetPacket
1564729335,129659; 40;0 ;NetPacket
1564729341,460735; 40;0 ;NetPacket
1564729341,460772; 40;0 ;NetPacket
1564729343,098925; 225;0 ;NetPacket
1564729343,184064; 40;0 ;NetPacket
1564729388,126532; 129;0 ;NetPacket
1564729388,211541; 40;0 ;NetPacket
1564729401,098963; 129;0 ;NetPacket
1564729401,184552; 40;0 ;NetPacket
1564729401,184682; 40;0 ;NetPacket
1564729411,098956; 145;0 ;NetPacket
1564729446,130205; 129;0 ;NetPacket
1564729446,215501; 40;0 ;NetPacket
1564729461,099292; 129;0 ;NetPacket
1564729461,184608; 40;0 ;NetPacket
1564729506,098924; 129;0 ;NetPacket
1564729506,184055; 40;0 ;NetPacket
1564729551,110809; 129;0 ;NetPacket
1564729551,196066; 40;0 ;NetPacket
1564729596,113013; 129;0 ;NetPacket
1564729596,198088; 40;0 ;NetPacket
1564729641,104806; 129;0 ;NetPacket
1564729641,190348; 40;0 ;NetPacket
1564729641,190477; 40;0 ;NetPacket
1564729642,195005; 241;0 ;NetPacket
1564729642,195627; 129;0 ;NetPacket
1564729642,280451; 40;0 ;NetPacket
1564729642,294718; 40;0 ;NetPacket
1564729642,294857; 40;0 ;NetPacket
1564729642,299574; 209;0 ;NetPacket
1564729642,311838; 60;0 ;NetPacket
1564729642,388908; 40;0 ;NetPacket
1564729642,390603; 209;0 ;NetPacket
1564729642,39667; 40;0 ;NetPacket
1564729642,397022; 145;0 ;NetPacket
1564729642,473034; 40;0 ;NetPacket
1564729642,481874; 40;0 ;NetPacket
1564729642,4825; 241;0 ;NetPacket
1564729642,487189; 40;0 ;NetPacket
1564729642,52977; 40;0 ;NetPacket
1564729642,572516; 40;0 ;NetPacket
1564729642,572569; 40;0 ;NetPacket
1564729642,573542; 40;0 ;NetPacket
1564729642,573686; 40;0 ;NetPacket
1564729642,573717; 40;0 ;NetPacket
1564729642,617713; 40;0 ;NetPacket
1564729642,626359; 241;0 ;NetPacket
1564729642,718487; 40;0 ;NetPacket
1564729642,718546; 40;0 ;NetPacket
1564729642,718594; 40;0 ;NetPacket
1564729642,718628; 40;0 ;NetPacket
1564729642,718659; 40;0 ;NetPacket
1564729642,718727; 40;0 ;NetPacket
1564729642,718761; 40;0 ;NetPacket
1564729642,718798; 40;0 ;NetPacket
1564729642,718828; 40;0 ;NetPacket
1564729642,718857; 40;0 ;NetPacket
1564729642,718884; 40;0 ;NetPacket
1564729642,718912; 40;0 ;NetPacket
1564729642,718939; 40;0 ;NetPacket
1564729642,718967; 40;0 ;NetPacket
1564729642,719008; 40;0 ;NetPacket
1564729642,721071; 129;0 ;NetPacket
1564729652,098809; 145;0 ;NetPacket
1564729652,184528; 40;0 ;NetPacket
1564729652,18465; 40;0 ;NetPacket
1564729652,474035; 129;0 ;NetPacket
1564729657,720705; 40;0 ;NetPacket
1564729657,805689; 40;0 ;NetPacket
1564729686,10455; 129;0 ;NetPacket
1564729686,189565; 40;0 ;NetPacket
1564729712,098354; 129;0 ;NetPacket
1564729712,183499; 40;0 ;NetPacket
1564729746,190026; 40;0 ;NetPacket
1564729746,192142; 60;0 ;NetPacket
1564729746,277103; 40;0 ;NetPacket
1564729746,277525; 145;0 ;NetPacket
1564729746,36308; 40;0 ;NetPacket
1564729746,364713; 129;0 ;NetPacket
1564729746,493751; 40;0 ;NetPacket
1564729756,099043; 161;0 ;NetPacket
1564729791,118139; 129;0 ;NetPacket
1564729791,203303; 40;0 ;NetPacket
1564729806,09846; 129;0 ;NetPacket
1564729806,183503; 40;0 ;NetPacket
1564729836,632139; 40;0 ;NetPacket
1564729836,632245; 40;0 ;NetPacket
1564729836,632343; 40;0 ;NetPacket
1564729836,632401; 40;0 ;NetPacket
1564729836,632476; 40;0 ;NetPacket
1564729836,632549; 40;0 ;NetPacket
1564729836,63261; 40;0 ;NetPacket
1564729836,632667; 40;0 ;NetPacket
1564729836,632722; 40;0 ;NetPacket
1564729836,639051; 40;0 ;NetPacket
1564729836,71611; 40;0 ;NetPacket
1564729836,716138; 40;0 ;NetPacket
1564729836,765549; 40;0 ;NetPacket
1564729836,765593; 40;0 ;NetPacket
1564729847,098584; 209;0 ;NetPacket
1564729847,183901; 40;0 ;NetPacket
1564729879,147524; 40;0 ;NetPacket
1564729879,147635; 40;0 ;NetPacket
1564729879,14839; 209;0 ;NetPacket
1564729879,279106; 40;0 ;NetPacket
1564729880,15053; 129;0 ;NetPacket
1564729880,151158; 145;0 ;NetPacket
1564729880,243062; 40;0 ;NetPacket
1564729880,336341; 40;0 ;NetPacket
1564729880,337137; 209;0 ;NetPacket
1564729880,477901; 40;0 ;NetPacket
1564729890,09881; 129;0 ;NetPacket
1564729890,18389; 40;0 ;NetPacket
1564729890,438283; 129;0 ;NetPacket
1564729891,185656; 129;0 ;NetPacket
1564729891,284544; 40;0 ;NetPacket
1564729901,098672; 129;0 ;NetPacket
1564729924,119574; 129;0 ;NetPacket
1564729924,20475; 40;0 ;NetPacket
1564729924,205468; 129;0 ;NetPacket
1564729969,110253; 129;0 ;NetPacket
1564729969,237781; 40;0 ;NetPacket
1564729984,098428; 129;0 ;NetPacket
1564729984,183724; 40;0 ;NetPacket
1564729997,383381; 40;0 ;NetPacket
